title,release_year,type,director,cast,country,date_added,rating,year_added,no_of_seasons,listed_in,content_age,is_recent,genre
Bromance,2015,TV Show,Unknown director,Baron Chen,Taiwan,2016-12-01,TV-PG,2016,1,"International TV Shows, Romantic TV Shows, TV Comedies",10,False,TV Comedies
Brotherhood,2019,TV Show,Unknown director,Naruna Costa,Brazil,2019-10-25,TV-MA,2019,1,"Crime TV Shows, International TV Shows, TV Dramas",6,False,Crime TV Shows
Brotherhood,2019,TV Show,Unknown director,Naruna Costa,Brazil,2019-10-25,TV-MA,2019,1,"Crime TV Shows, International TV Shows, TV Dramas",6,False,International TV Shows
Brotherhood,2019,TV Show,Unknown director,Naruna Costa,Brazil,2019-10-25,TV-MA,2019,1,"Crime TV Shows, International TV Shows, TV Dramas",6,False,TV Dramas
Brown Nation,2016,TV Show,Unknown director,Rajeev Varma,United States,2016-11-15,TV-14,2016,1,TV Comedies,9,False,TV Comedies
Buddha,2013,TV Show,Unknown director,Himanshu Soni,Unknown,2018-04-01,TV-PG,2018,1,"International TV Shows, TV Dramas",12,False,International TV Shows
Buddha,2013,TV Show,Unknown director,Himanshu Soni,Unknown,2018-04-01,TV-PG,2018,1,"International TV Shows, TV Dramas",12,False,TV Dramas
Buddi,2020,TV Show,Unknown director,Greta Jameson,United Kingdom,2020-09-11,TV-Y,2020,2,"British TV Shows, Kids' TV",5,False,British TV Shows
Buddi,2020,TV Show,Unknown director,Greta Jameson,United Kingdom,2020-09-11,TV-Y,2020,2,"British TV Shows, Kids' TV",5,False,Kids' TV
Buddy Thunderstruck,2017,TV Show,Unknown director,Brian Atkinson,United States,2017-03-10,TV-Y7,2017,1,"Kids' TV, TV Comedies",8,False,Kids' TV
Buddy Thunderstruck,2017,TV Show,Unknown director,Brian Atkinson,United States,2017-03-10,TV-Y7,2017,1,"Kids' TV, TV Comedies",8,False,TV Comedies
Bumping Mics with Jeff Ross & Dave Attell,2018,TV Show,Unknown director,Jeff Ross,United States,2018-11-27,TV-MA,2018,1,"Stand-Up Comedy & Talk Shows, TV Comedies",7,False,Stand-Up Comedy & Talk Shows
Bumping Mics with Jeff Ross & Dave Attell,2018,TV Show,Unknown director,Jeff Ross,United States,2018-11-27,TV-MA,2018,1,"Stand-Up Comedy & Talk Shows, TV Comedies",7,False,TV Comedies
Bunk'd,2021,TV Show,Unknown director,Peyton List,United States,2021-09-05,TV-G,2021,5,"Kids' TV, TV Comedies",4,False,Kids' TV
Bunk'd,2021,TV Show,Unknown director,Peyton List,United States,2021-09-05,TV-G,2021,5,"Kids' TV, TV Comedies",4,False,TV Comedies
"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija",2017,TV Show,Unknown director,Unknown actors,Unknown,2018-03-31,TV-PG,2018,1,Kids' TV,8,False,Kids' TV
Bureau of Magical Things,2020,TV Show,Unknown director,Kimie Tsukakoshi,Australia,2021-07-01,TV-G,2021,1,"International TV Shows, Kids' TV, TV Mysteries",5,False,International TV Shows
Bureau of Magical Things,2020,TV Show,Unknown director,Kimie Tsukakoshi,Australia,2021-07-01,TV-G,2021,1,"International TV Shows, Kids' TV, TV Mysteries",5,False,Kids' TV
Bureau of Magical Things,2020,TV Show,Unknown director,Kimie Tsukakoshi,Australia,2021-07-01,TV-G,2021,1,"International TV Shows, Kids' TV, TV Mysteries",5,False,TV Mysteries
Buried by the Bernards,2021,TV Show,Unknown director,Unknown actors,United States,2021-02-12,TV-14,2021,1,Reality TV,4,False,Reality TV
Burned Cocoon,2005,TV Show,Unknown director,Yavuz Bingöl,Turkey,2017-04-01,TV-MA,2017,1,"International TV Shows, TV Dramas",20,False,International TV Shows
Burned Cocoon,2005,TV Show,Unknown director,Yavuz Bingöl,Turkey,2017-04-01,TV-MA,2017,1,"International TV Shows, TV Dramas",20,False,TV Dramas
Burnistoun,2012,TV Show,Unknown director,Iain Connell,United Kingdom,2020-01-01,TV-MA,2020,2,"British TV Shows, TV Comedies",13,False,British TV Shows
Burnistoun,2012,TV Show,Unknown director,Iain Connell,United Kingdom,2020-01-01,TV-MA,2020,2,"British TV Shows, TV Comedies",13,False,TV Comedies
Busted!,2021,TV Show,Unknown director,Yoo Jae-suk,South Korea,2021-01-22,TV-14,2021,3,"Crime TV Shows, International TV Shows, Korean TV Shows",4,False,Crime TV Shows
Busted!,2021,TV Show,Unknown director,Yoo Jae-suk,South Korea,2021-01-22,TV-14,2021,3,"Crime TV Shows, International TV Shows, Korean TV Shows",4,False,International TV Shows
Busted!,2021,TV Show,Unknown director,Yoo Jae-suk,South Korea,2021-01-22,TV-14,2021,3,"Crime TV Shows, International TV Shows, Korean TV Shows",4,False,Korean TV Shows
CAROLE & TUESDAY,2019,TV Show,Unknown director,Miyuri Shimabukuro,Japan,2019-12-24,TV-MA,2019,2,"Anime Series, International TV Shows, Teen TV Shows",6,False,Anime Series
CAROLE & TUESDAY,2019,TV Show,Unknown director,Miyuri Shimabukuro,Japan,2019-12-24,TV-MA,2019,2,"Anime Series, International TV Shows, Teen TV Shows",6,False,International TV Shows
CAROLE & TUESDAY,2019,TV Show,Unknown director,Miyuri Shimabukuro,Japan,2019-12-24,TV-MA,2019,2,"Anime Series, International TV Shows, Teen TV Shows",6,False,Teen TV Shows
CLANNAD,2008,TV Show,Unknown director,Yuichi Nakamura,Japan,2019-11-01,TV-PG,2019,2,"Anime Series, Teen TV Shows",17,False,Anime Series
CLANNAD,2008,TV Show,Unknown director,Yuichi Nakamura,Japan,2019-11-01,TV-PG,2019,2,"Anime Series, Teen TV Shows",17,False,Teen TV Shows
COMEDIANS of the world,2019,TV Show,Unknown director,Neal Brennan,United States,2019-01-01,TV-MA,2019,13,"Stand-Up Comedy & Talk Shows, TV Comedies",6,False,Stand-Up Comedy & Talk Shows
COMEDIANS of the world,2019,TV Show,Unknown director,Neal Brennan,United States,2019-01-01,TV-MA,2019,13,"Stand-Up Comedy & Talk Shows, TV Comedies",6,False,TV Comedies
Cabins in the Wild with Dick Strawbridge,2017,TV Show,Unknown director,Dick Strawbridge,United Kingdom,2018-09-15,TV-PG,2018,1,"British TV Shows, International TV Shows, Reality TV",8,False,British TV Shows
Cabins in the Wild with Dick Strawbridge,2017,TV Show,Unknown director,Dick Strawbridge,United Kingdom,2018-09-15,TV-PG,2018,1,"British TV Shows, International TV Shows, Reality TV",8,False,International TV Shows
Cabins in the Wild with Dick Strawbridge,2017,TV Show,Unknown director,Dick Strawbridge,United Kingdom,2018-09-15,TV-PG,2018,1,"British TV Shows, International TV Shows, Reality TV",8,False,Reality TV
Cable Girls,2019,TV Show,Unknown director,Blanca Suárez,Spain,2020-07-03,TV-MA,2020,6,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",6,False,International TV Shows
Cable Girls,2019,TV Show,Unknown director,Blanca Suárez,Spain,2020-07-03,TV-MA,2020,6,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",6,False,Romantic TV Shows
Cable Girls,2019,TV Show,Unknown director,Blanca Suárez,Spain,2020-07-03,TV-MA,2020,6,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",6,False,Spanish-Language TV Shows
Cagaster of an Insect Cage,2020,TV Show,Unknown director,Yoshimasa Hosoya,Japan,2020-02-06,TV-MA,2020,1,"Anime Series, International TV Shows",5,False,Anime Series
Cagaster of an Insect Cage,2020,TV Show,Unknown director,Yoshimasa Hosoya,Japan,2020-02-06,TV-MA,2020,1,"Anime Series, International TV Shows",5,False,International TV Shows
Cain and Abel,2009,TV Show,Unknown director,So Ji-sub,South Korea,2019-03-12,TV-MA,2019,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",16,False,International TV Shows
Cain and Abel,2009,TV Show,Unknown director,So Ji-sub,South Korea,2019-03-12,TV-MA,2019,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",16,False,Korean TV Shows
Cain and Abel,2009,TV Show,Unknown director,So Ji-sub,South Korea,2019-03-12,TV-MA,2019,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",16,False,Romantic TV Shows
Calico Critters,2018,TV Show,Unknown director,Georgie Fuller,Unknown,2018-11-01,TV-Y,2018,1,Kids' TV,7,False,Kids' TV
Calico Critters Mini Episodes Clover,2020,TV Show,Unknown director,Stephanie Sheh,Unknown,2020-03-01,TV-Y,2020,1,Kids' TV,5,False,Kids' TV
Caliphate,2020,TV Show,Unknown director,Aliette Opheim,Sweden,2020-03-18,TV-MA,2020,1,"International TV Shows, TV Dramas",5,False,International TV Shows
Caliphate,2020,TV Show,Unknown director,Aliette Opheim,Sweden,2020-03-18,TV-MA,2020,1,"International TV Shows, TV Dramas",5,False,TV Dramas
Call Me Francis,2016,TV Show,Unknown director,Rodrigo de la Serna,Italy,2016-12-16,TV-14,2016,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9,False,International TV Shows
Call Me Francis,2016,TV Show,Unknown director,Rodrigo de la Serna,Italy,2016-12-16,TV-14,2016,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9,False,Spanish-Language TV Shows
Call Me Francis,2016,TV Show,Unknown director,Rodrigo de la Serna,Italy,2016-12-16,TV-14,2016,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",9,False,TV Dramas
Call My Agent!,2018,TV Show,Unknown director,Camille Cottin,France,2021-06-19,TV-MA,2021,4,"International TV Shows, TV Comedies, TV Dramas",7,False,International TV Shows
Call My Agent!,2018,TV Show,Unknown director,Camille Cottin,France,2021-06-19,TV-MA,2021,4,"International TV Shows, TV Comedies, TV Dramas",7,False,TV Comedies
Call My Agent!,2018,TV Show,Unknown director,Camille Cottin,France,2021-06-19,TV-MA,2021,4,"International TV Shows, TV Comedies, TV Dramas",7,False,TV Dramas
Call the Midwife,2020,TV Show,Philippa Lowthorpe,Vanessa Redgrave,United Kingdom,2020-09-15,TV-MA,2020,9,"British TV Shows, International TV Shows, TV Dramas",5,False,British TV Shows
Call the Midwife,2020,TV Show,Philippa Lowthorpe,Vanessa Redgrave,United Kingdom,2020-09-15,TV-MA,2020,9,"British TV Shows, International TV Shows, TV Dramas",5,False,International TV Shows
Call the Midwife,2020,TV Show,Philippa Lowthorpe,Vanessa Redgrave,United Kingdom,2020-09-15,TV-MA,2020,9,"British TV Shows, International TV Shows, TV Dramas",5,False,TV Dramas
Camarón Revolution,2018,TV Show,Unknown director,Camarón de la Isla,Unknown,2018-07-18,TV-14,2018,1,"Docuseries, International TV Shows, Spanish-Language TV Shows",7,False,Docuseries
Camarón Revolution,2018,TV Show,Unknown director,Camarón de la Isla,Unknown,2018-07-18,TV-14,2018,1,"Docuseries, International TV Shows, Spanish-Language TV Shows",7,False,International TV Shows
Camarón Revolution,2018,TV Show,Unknown director,Camarón de la Isla,Unknown,2018-07-18,TV-14,2018,1,"Docuseries, International TV Shows, Spanish-Language TV Shows",7,False,Spanish-Language TV Shows
Camelia la Texana,2014,TV Show,Carlos Bolado,Sara Maldonado,Mexico,2017-02-01,TV-14,2017,1,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",11,False,Crime TV Shows
Camelia la Texana,2014,TV Show,Carlos Bolado,Sara Maldonado,Mexico,2017-02-01,TV-14,2017,1,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",11,False,Romantic TV Shows
Camelia la Texana,2014,TV Show,Carlos Bolado,Sara Maldonado,Mexico,2017-02-01,TV-14,2017,1,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",11,False,Spanish-Language TV Shows
Camp X,2014,TV Show,Unknown director,Unknown actors,Canada,2019-02-01,TV-MA,2019,1,Docuseries,11,False,Docuseries
Can We Get Married?,2012,TV Show,Unknown director,Sung Jun,South Korea,2017-05-22,TV-14,2017,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",13,False,International TV Shows
Can We Get Married?,2012,TV Show,Unknown director,Sung Jun,South Korea,2017-05-22,TV-14,2017,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",13,False,Korean TV Shows
Can We Get Married?,2012,TV Show,Unknown director,Sung Jun,South Korea,2017-05-22,TV-14,2017,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",13,False,Romantic TV Shows
Can You Hear Me?,2020,TV Show,Unknown director,Mélissa Bédard,Canada,2020-11-02,TV-MA,2020,2,"International TV Shows, TV Comedies, TV Dramas",5,False,International TV Shows
Can You Hear Me?,2020,TV Show,Unknown director,Mélissa Bédard,Canada,2020-11-02,TV-MA,2020,2,"International TV Shows, TV Comedies, TV Dramas",5,False,TV Comedies
Can You Hear Me?,2020,TV Show,Unknown director,Mélissa Bédard,Canada,2020-11-02,TV-MA,2020,2,"International TV Shows, TV Comedies, TV Dramas",5,False,TV Dramas
"Can't Cope, Won't Cope",2018,TV Show,Unknown director,Seána Kerslake,Ireland,2020-05-28,TV-MA,2020,2,"TV Comedies, TV Dramas",7,False,TV Comedies
"Can't Cope, Won't Cope",2018,TV Show,Unknown director,Seána Kerslake,Ireland,2020-05-28,TV-MA,2020,2,"TV Comedies, TV Dramas",7,False,TV Dramas
Candy Online,2019,TV Show,Unknown director,Ruby Zhan,Taiwan,2019-11-17,TV-MA,2019,1,"International TV Shows, TV Dramas, Teen TV Shows",6,False,International TV Shows
Candy Online,2019,TV Show,Unknown director,Ruby Zhan,Taiwan,2019-11-17,TV-MA,2019,1,"International TV Shows, TV Dramas, Teen TV Shows",6,False,TV Dramas
Candy Online,2019,TV Show,Unknown director,Ruby Zhan,Taiwan,2019-11-17,TV-MA,2019,1,"International TV Shows, TV Dramas, Teen TV Shows",6,False,Teen TV Shows
Canine Intervention,2021,TV Show,Unknown director,Jas Leverette,United States,2021-02-24,TV-PG,2021,1,Reality TV,4,False,Reality TV
Cannabis,2016,TV Show,Unknown director,Jean-Michel Correia,France,2016-12-15,TV-MA,2016,1,"Crime TV Shows, International TV Shows, TV Dramas",9,False,Crime TV Shows
Cannabis,2016,TV Show,Unknown director,Jean-Michel Correia,France,2016-12-15,TV-MA,2016,1,"Crime TV Shows, International TV Shows, TV Dramas",9,False,International TV Shows
Cannabis,2016,TV Show,Unknown director,Jean-Michel Correia,France,2016-12-15,TV-MA,2016,1,"Crime TV Shows, International TV Shows, TV Dramas",9,False,TV Dramas
Cannon Busters,2019,TV Show,Unknown director,Yoshitsugu Matsuoka,United States,2019-08-15,TV-MA,2019,1,"Anime Series, International TV Shows",6,False,Anime Series
Cannon Busters,2019,TV Show,Unknown director,Yoshitsugu Matsuoka,United States,2019-08-15,TV-MA,2019,1,"Anime Series, International TV Shows",6,False,International TV Shows
Capitani,2019,TV Show,Unknown director,Luc Schiltz,Luxembourg,2021-02-11,TV-MA,2021,1,"Crime TV Shows, International TV Shows, TV Dramas",6,False,Crime TV Shows
Capitani,2019,TV Show,Unknown director,Luc Schiltz,Luxembourg,2021-02-11,TV-MA,2021,1,"Crime TV Shows, International TV Shows, TV Dramas",6,False,International TV Shows
Capitani,2019,TV Show,Unknown director,Luc Schiltz,Luxembourg,2021-02-11,TV-MA,2021,1,"Crime TV Shows, International TV Shows, TV Dramas",6,False,TV Dramas
Captive,2016,TV Show,Unknown director,Unknown actors,United Kingdom,2016-12-09,TV-MA,2016,1,"Crime TV Shows, Docuseries",9,False,Crime TV Shows
Captive,2016,TV Show,Unknown director,Unknown actors,United Kingdom,2016-12-09,TV-MA,2016,1,"Crime TV Shows, Docuseries",9,False,Docuseries
Car Masters: Rust to Riches,2021,TV Show,Unknown director,Mark Towle,Unknown,2021-08-04,TV-PG,2021,3,Reality TV,4,False,Reality TV
Cardcaptor Sakura,1999,TV Show,Unknown director,Miwa Matsumoto,Japan,2020-06-01,TV-Y7,2020,2,"Anime Series, International TV Shows",26,False,Anime Series
Cardcaptor Sakura,1999,TV Show,Unknown director,Miwa Matsumoto,Japan,2020-06-01,TV-Y7,2020,2,"Anime Series, International TV Shows",26,False,International TV Shows
Care Bears & Cousins,2016,TV Show,Unknown director,Michael Sinterniklaas,United States,2016-02-05,TV-Y,2016,2,Kids' TV,9,False,Kids' TV
Care Bears: Welcome to Care-a-Lot,2012,TV Show,Unknown director,David Lodge,United States,2019-08-02,TV-Y,2019,1,Kids' TV,13,False,Kids' TV
Carmel: Who Killed Maria Marta?,2020,TV Show,Alejandro Hartmann,Unknown actors,Argentina,2020-11-05,TV-14,2020,1,"Crime TV Shows, Docuseries, International TV Shows",5,False,Crime TV Shows
Carmel: Who Killed Maria Marta?,2020,TV Show,Alejandro Hartmann,Unknown actors,Argentina,2020-11-05,TV-14,2020,1,"Crime TV Shows, Docuseries, International TV Shows",5,False,Docuseries
Carmel: Who Killed Maria Marta?,2020,TV Show,Alejandro Hartmann,Unknown actors,Argentina,2020-11-05,TV-14,2020,1,"Crime TV Shows, Docuseries, International TV Shows",5,False,International TV Shows
Carmen Sandiego,2021,TV Show,Unknown director,Gina Rodriguez,United States,2021-01-15,TV-Y7,2021,4,"Kids' TV, TV Thrillers",4,False,Kids' TV
Carmen Sandiego,2021,TV Show,Unknown director,Gina Rodriguez,United States,2021-01-15,TV-Y7,2021,4,"Kids' TV, TV Thrillers",4,False,TV Thrillers
Case,2015,TV Show,Unknown director,Steinunn Ólína Þorsteinsdóttir,Iceland,2016-11-09,TV-MA,2016,1,"Crime TV Shows, International TV Shows, TV Dramas",10,False,Crime TV Shows
Case,2015,TV Show,Unknown director,Steinunn Ólína Þorsteinsdóttir,Iceland,2016-11-09,TV-MA,2016,1,"Crime TV Shows, International TV Shows, TV Dramas",10,False,International TV Shows
Case,2015,TV Show,Unknown director,Steinunn Ólína Þorsteinsdóttir,Iceland,2016-11-09,TV-MA,2016,1,"Crime TV Shows, International TV Shows, TV Dramas",10,False,TV Dramas
Case Closed,2015,TV Show,Unknown director,Minami Takayama,Japan,2019-01-04,TV-14,2019,1,"Anime Series, Crime TV Shows, TV Thrillers",10,False,Anime Series
Case Closed,2015,TV Show,Unknown director,Minami Takayama,Japan,2019-01-04,TV-14,2019,1,"Anime Series, Crime TV Shows, TV Thrillers",10,False,Crime TV Shows
Case Closed,2015,TV Show,Unknown director,Minami Takayama,Japan,2019-01-04,TV-14,2019,1,"Anime Series, Crime TV Shows, TV Thrillers",10,False,TV Thrillers
Castle and Castle,2021,TV Show,Unknown director,Richard Mofe-Damijo,Nigeria,2021-09-15,TV-MA,2021,2,"International TV Shows, TV Dramas",4,False,International TV Shows
Castle and Castle,2021,TV Show,Unknown director,Richard Mofe-Damijo,Nigeria,2021-09-15,TV-MA,2021,2,"International TV Shows, TV Dramas",4,False,TV Dramas
Castle of Stars,2015,TV Show,Unknown director,Chaiyapol Pupart,Unknown,2018-09-07,TV-MA,2018,1,"International TV Shows, Romantic TV Shows, TV Comedies",10,False,International TV Shows
Castle of Stars,2015,TV Show,Unknown director,Chaiyapol Pupart,Unknown,2018-09-07,TV-MA,2018,1,"International TV Shows, Romantic TV Shows, TV Comedies",10,False,Romantic TV Shows
Castle of Stars,2015,TV Show,Unknown director,Chaiyapol Pupart,Unknown,2018-09-07,TV-MA,2018,1,"International TV Shows, Romantic TV Shows, TV Comedies",10,False,TV Comedies
Castlevania,2021,TV Show,Unknown director,Richard Armitage,United States,2021-05-13,TV-MA,2021,4,"Anime Series, TV Horror, TV Thrillers",4,False,Anime Series
Castlevania,2021,TV Show,Unknown director,Richard Armitage,United States,2021-05-13,TV-MA,2021,4,"Anime Series, TV Horror, TV Thrillers",4,False,TV Horror
Castlevania,2021,TV Show,Unknown director,Richard Armitage,United States,2021-05-13,TV-MA,2021,4,"Anime Series, TV Horror, TV Thrillers",4,False,TV Thrillers
Cat People,2021,TV Show,Unknown director,Unknown actors,Unknown,2021-07-07,TV-14,2021,1,Docuseries,4,False,Docuseries
Cathedral of the Sea,2017,TV Show,Unknown director,Daniel Grao,Spain,2018-08-31,TV-MA,2018,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8,False,International TV Shows
Cathedral of the Sea,2017,TV Show,Unknown director,Daniel Grao,Spain,2018-08-31,TV-MA,2018,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",8,False,Spanish-Language TV Shows
